size,heat,eps,threads,iterations,duration
1100000,100.000000,0.050000,1,484,3.230000
1100000,100.000000,0.050000,1,484,3.266000
1150000,100.000000,0.050000,1,484,3.694000
1150000,100.000000,0.050000,1,484,9.976000
1150000,100.000000,0.050000,1,484,3.437000
1150000,100.000000,0.050000,1,484,3.621000
1150000,100.000000,0.050000,1,484,5.968000
1150000,100.000000,0.050000,1,484,11.833000
1150000,100.000000,0.050000,1,484,3.430000
1150000,100.000000,0.050000,1,484,4.344000
1150000,100.000000,0.050000,1,484,5.677000
1150000,100.000000,0.050000,1,484,9.229000
1200000,100.000000,0.050000,1,484,4.742000
1200000,100.000000,0.050000,1,484,4.235000
1200000,100.000000,0.050000,1,484,5.041000
1200000,100.000000,0.050000,1,484,9.462000
1200000,100.000000,0.050000,1,484,4.078000
1200000,100.000000,0.050000,1,484,4.024000
1200000,100.000000,0.050000,1,484,4.063000
1200000,100.000000,0.050000,1,484,6.444000
1200000,100.000000,0.050000,1,484,6.229000
1200000,100.000000,0.050000,1,484,3.961000
1250000,100.000000,0.050000,1,484,4.281000
1250000,100.000000,0.050000,1,484,4.710000
1250000,100.000000,0.050000,1,484,10.150000
1250000,100.000000,0.050000,1,484,4.297000
1250000,100.000000,0.050000,1,484,4.353000
1250000,100.000000,0.050000,1,484,4.350000
1250000,100.000000,0.050000,1,484,9.431000
1250000,100.000000,0.050000,1,484,4.640000
1250000,100.000000,0.050000,1,484,4.261000
1250000,100.000000,0.050000,1,484,4.391000
1300000,100.000000,0.050000,1,484,6.571000
1300000,100.000000,0.050000,1,484,6.980000
1300000,100.000000,0.050000,1,484,4.464000
1300000,100.000000,0.050000,1,484,4.469000
1300000,100.000000,0.050000,1,484,5.679000
1300000,100.000000,0.050000,1,484,9.276000
1300000,100.000000,0.050000,1,484,4.509000
1300000,100.000000,0.050000,1,484,4.625000
1300000,100.000000,0.050000,1,484,5.790000
1300000,100.000000,0.050000,1,484,8.650000
1350000,100.000000,0.050000,1,484,4.665000
1350000,100.000000,0.050000,1,484,4.735000
1350000,100.000000,0.050000,1,484,5.868000
1350000,100.000000,0.050000,1,484,8.823000
1350000,100.000000,0.050000,1,484,4.650000
1350000,100.000000,0.050000,1,484,4.657000
1350000,100.000000,0.050000,1,484,6.085000
1350000,100.000000,0.050000,1,484,8.791000
1350000,100.000000,0.050000,1,484,4.715000
1350000,100.000000,0.050000,1,484,4.859000
1400000,100.000000,0.050000,1,484,6.099000
1400000,100.000000,0.050000,1,484,8.088000
