size,heat,eps,threads,iterations,duration
50000,100.000000,0.050000,1,484,0.109000
50000,100.000000,0.050000,1,484,0.078000
50000,100.000000,0.050000,1,484,0.094000
50000,100.000000,0.050000,1,484,0.078000
50000,100.000000,0.050000,1,484,0.078000
50000,100.000000,0.050000,1,484,0.078000
50000,100.000000,0.050000,1,484,0.078000
50000,100.000000,0.050000,1,484,0.078000
50000,100.000000,0.050000,1,484,0.078000
50000,100.000000,0.050000,1,484,0.078000
100000,100.000000,0.050000,1,484,0.172000
100000,100.000000,0.050000,1,484,0.156000
100000,100.000000,0.050000,1,484,0.156000
100000,100.000000,0.050000,1,484,0.156000
100000,100.000000,0.050000,1,484,0.157000
100000,100.000000,0.050000,1,484,0.156000
100000,100.000000,0.050000,1,484,0.157000
100000,100.000000,0.050000,1,484,0.172000
100000,100.000000,0.050000,1,484,0.156000
100000,100.000000,0.050000,1,484,0.156000
150000,100.000000,0.050000,1,484,0.234000
150000,100.000000,0.050000,1,484,0.250000
150000,100.000000,0.050000,1,484,0.234000
150000,100.000000,0.050000,1,484,0.250000
150000,100.000000,0.050000,1,484,0.250000
150000,100.000000,0.050000,1,484,0.235000
150000,100.000000,0.050000,1,484,0.250000
150000,100.000000,0.050000,1,484,0.234000
150000,100.000000,0.050000,1,484,0.250000
150000,100.000000,0.050000,1,484,0.250000
200000,100.000000,0.050000,1,484,0.328000
200000,100.000000,0.050000,1,484,0.313000
200000,100.000000,0.050000,1,484,0.313000
200000,100.000000,0.050000,1,484,0.328000
200000,100.000000,0.050000,1,484,0.328000
200000,100.000000,0.050000,1,484,0.328000
200000,100.000000,0.050000,1,484,0.328000
200000,100.000000,0.050000,1,484,0.334000
200000,100.000000,0.050000,1,484,1.156000
200000,100.000000,0.050000,1,484,1.172000
250000,100.000000,0.050000,1,484,1.453000
250000,100.000000,0.050000,1,484,1.531000
250000,100.000000,0.050000,1,484,1.828000
250000,100.000000,0.050000,1,484,1.835000
250000,100.000000,0.050000,1,484,1.203000
250000,100.000000,0.050000,1,484,0.406000
250000,100.000000,0.050000,1,484,0.407000
250000,100.000000,0.050000,1,484,0.390000
250000,100.000000,0.050000,1,484,0.390000
250000,100.000000,0.050000,1,484,0.391000
300000,100.000000,0.050000,1,484,0.485000
300000,100.000000,0.050000,1,484,0.469000
300000,100.000000,0.050000,1,484,0.500000
300000,100.000000,0.050000,1,484,0.485000
300000,100.000000,0.050000,1,484,0.484000
300000,100.000000,0.050000,1,484,0.485000
300000,100.000000,0.050000,1,484,0.484000
