size,heat,eps,threads,iterations,duration
50000,100.000000,0.050000,1,484,0.109000
50000,100.000000,0.050000,1,484,0.109000
50000,100.000000,0.050000,1,484,0.110000
50000,100.000000,0.050000,1,484,0.093000
50000,100.000000,0.050000,1,484,0.110000
50000,100.000000,0.050000,1,484,0.109000
50000,100.000000,0.050000,1,484,0.094000
50000,100.000000,0.050000,1,484,0.109000
50000,100.000000,0.050000,1,484,0.094000
50000,100.000000,0.050000,1,484,0.109000
50000,100.000000,0.050000,2,484,0.079000
50000,100.000000,0.050000,2,484,0.062000
50000,100.000000,0.050000,2,484,0.078000
50000,100.000000,0.050000,2,484,0.077000
50000,100.000000,0.050000,2,484,0.062000
50000,100.000000,0.050000,2,484,0.078000
50000,100.000000,0.050000,2,484,0.079000
50000,100.000000,0.050000,2,484,0.062000
50000,100.000000,0.050000,2,484,0.078000
50000,100.000000,0.050000,2,484,0.078000
50000,100.000000,0.050000,3,484,0.063000
50000,100.000000,0.050000,3,484,0.062000
50000,100.000000,0.050000,3,484,0.063000
50000,100.000000,0.050000,3,484,0.062000
50000,100.000000,0.050000,3,484,0.063000
50000,100.000000,0.050000,3,484,0.047000
50000,100.000000,0.050000,3,484,0.062000
50000,100.000000,0.050000,3,484,0.063000
50000,100.000000,0.050000,3,484,0.062000
50000,100.000000,0.050000,3,484,0.063000
50000,100.000000,0.050000,4,484,0.047000
50000,100.000000,0.050000,4,484,0.062000
50000,100.000000,0.050000,4,484,0.047000
50000,100.000000,0.050000,4,484,0.062000
50000,100.000000,0.050000,4,484,0.047000
50000,100.000000,0.050000,4,484,0.063000
50000,100.000000,0.050000,4,484,0.047000
50000,100.000000,0.050000,4,484,0.062000
50000,100.000000,0.050000,4,484,0.047000
50000,100.000000,0.050000,4,484,0.047000
50000,100.000000,0.050000,5,484,0.062000
50000,100.000000,0.050000,5,484,0.063000
50000,100.000000,0.050000,5,484,0.047000
50000,100.000000,0.050000,5,484,0.062000
50000,100.000000,0.050000,5,484,0.047000
50000,100.000000,0.050000,5,484,0.063000
50000,100.000000,0.050000,5,484,0.047000
50000,100.000000,0.050000,5,484,0.062000
50000,100.000000,0.050000,5,484,0.047000
50000,100.000000,0.050000,5,484,0.047000
50000,100.000000,0.050000,6,484,0.062000
50000,100.000000,0.050000,6,484,0.047000
50000,100.000000,0.050000,6,484,0.063000
50000,100.000000,0.050000,6,484,0.047000
50000,100.000000,0.050000,6,484,0.062000
50000,100.000000,0.050000,6,484,0.047000
50000,100.000000,0.050000,6,484,0.062000
50000,100.000000,0.050000,6,484,0.047000
50000,100.000000,0.050000,6,484,0.047000
50000,100.000000,0.050000,6,484,0.063000
50000,100.000000,0.050000,7,484,0.047000
50000,100.000000,0.050000,7,484,0.062000
50000,100.000000,0.050000,7,484,0.047000
50000,100.000000,0.050000,7,484,0.062000
50000,100.000000,0.050000,7,484,0.047000
50000,100.000000,0.050000,7,484,0.047000
50000,100.000000,0.050000,7,484,0.063000
50000,100.000000,0.050000,7,484,0.047000
50000,100.000000,0.050000,7,484,0.062000
50000,100.000000,0.050000,7,484,0.047000
50000,100.000000,0.050000,8,484,0.047000
50000,100.000000,0.050000,8,484,0.062000
50000,100.000000,0.050000,8,484,0.047000
50000,100.000000,0.050000,8,484,0.063000
50000,100.000000,0.050000,8,484,0.047000
50000,100.000000,0.050000,8,484,0.062000
50000,100.000000,0.050000,8,484,0.047000
50000,100.000000,0.050000,8,484,0.047000
50000,100.000000,0.050000,8,484,0.062000
